Año,Universidad,Area de Conocimiento,Tipo,Valor
2016,UPTP,Ciencias de la Salud,Graduados,0
2017,UNA,Ciencias de la Salud,Graduados,1139
2017,UNE,Ciencias de la Salud,Graduados,240
2017,UNI,Ciencias de la Salud,Graduados,192
2017,UNP,Ciencias de la Salud,Graduados,126
2017,UNC,Ciencias de la Salud,Graduados,16
2017,UNVES,Ciencias de la Salud,Graduados,36
2017,UNCA,Ciencias de la Salud,Graduados,140
2017,UNICAN,Ciencias de la Salud,Graduados,28
2017,UNAMIS,Ciencias de la Salud,Graduados,0
2017,UPTP,Ciencias de la Salud,Graduados,0
2018,UNA,Ciencias de la Salud,Graduados,619
2018,UNE,Ciencias de la Salud,Graduados,115
2018,UNI,Ciencias de la Salud,Graduados,31
2018,UNP,Ciencias de la Salud,Graduados,15
2018,UNC,Ciencias de la Salud,Graduados,63
2018,UNVES,Ciencias de la Salud,Graduados,68
2018,UNCA,Ciencias de la Salud,Graduados,115
2018,UNICAN,Ciencias de la Salud,Graduados,13
2018,UNAMIS,Ciencias de la Salud,Graduados,0
2018,UPTP,Ciencias de la Salud,Graduados,0
2019,UNA,Ciencias de la Salud,Graduados,549
2019,UNE,Ciencias de la Salud,Graduados,93
2019,UNI,Ciencias de la Salud,Graduados,30
2019,UNP,Ciencias de la Salud,Graduados,18
2019,UNC,Ciencias de la Salud,Graduados,75
2019,UNVES,Ciencias de la Salud,Graduados,64
2019,UNCA,Ciencias de la Salud,Graduados,105
2019,UNICAN,Ciencias de la Salud,Graduados,17
2019,UNAMIS,Ciencias de la Salud,Graduados,0
2019,UPTP,Ciencias de la Salud,Graduados,0
2020,UNA,Ciencias de la Salud,Graduados,559
2020,UNE,Ciencias de la Salud,Graduados,93
2020,UNI,Ciencias de la Salud,Graduados,31
2020,UNP,Ciencias de la Salud,Graduados,18
2020,UNC,Ciencias de la Salud,Graduados,75
2020,UNVES,Ciencias de la Salud,Graduados,65
2020,UNCA,Ciencias de la Salud,Graduados,125
2020,UNICAN,Ciencias de la Salud,Graduados,13
2020,UNAMIS,Ciencias de la Salud,Graduados,0
2020,UPTP,Ciencias de la Salud,Graduados,0
2021,UNA,Ciencias de la Salud,Graduados,532
2021,UNE,Ciencias de la Salud,Graduados,42
2021,UNI,Ciencias de la Salud,Graduados,38
2021,UNP,Ciencias de la Salud,Graduados,8
2021,UNC,Ciencias de la Salud,Graduados,103
2021,UNVES,Ciencias de la Salud,Graduados,36
2021,UNCA,Ciencias de la Salud,Graduados,120
2021,UNICAN,Ciencias de la Salud,Graduados,26
2021,UNAMIS,Ciencias de la Salud,Graduados,0
2021,UPTP,Ciencias de la Salud,Graduados,0
2022,UNA,Ciencias de la Salud,Graduados,1708
2022,UNE,Ciencias de la Salud,Graduados,173
2022,UNI,Ciencias de la Salud,Graduados,262
2022,UNP,Ciencias de la Salud,Graduados,346
2022,UNC,Ciencias de la Salud,Graduados,160
2022,UNVES,Ciencias de la Salud,Graduados,123
2022,UNCA,Ciencias de la Salud,Graduados,236
2022,UNICAN,Ciencias de la Salud,Graduados,215
2022,UNAMIS,Ciencias de la Salud,Graduados,0
2022,UPTP,Ciencias de la Salud,Graduados,0
2023,UNA,Ciencias de la Salud,Graduados,2379
2023,UNE,Ciencias de la Salud,Graduados,218
2023,UNI,Ciencias de la Salud,Graduados,215
2023,UNP,Ciencias de la Salud,Graduados,112
2023,UNC,Ciencias de la Salud,Graduados,96
2023,UNVES,Ciencias de la Salud,Graduados,203
2023,UNCA,Ciencias de la Salud,Graduados,157
2023,UNICAN,Ciencias de la Salud,Graduados,92
2023,UNAMIS,Ciencias de la Salud,Graduados,185
2023,UPTP,Ciencias de la Salud,Graduados,0
2024,UNA,Ciencias de la Salud,Graduados,441
2024,UNE,Ciencias de la Salud,Graduados,57
2024,UNI,Ciencias de la Salud,Graduados,30
2024,UNP,Ciencias de la Salud,Graduados,18
2024,UNC,Ciencias de la Salud,Graduados,15
2024,UNVES,Ciencias de la Salud,Graduados,40
2024,UNCA,Ciencias de la Salud,Graduados,121
2024,UNICAN,Ciencias de la Salud,Graduados,11
2024,UNAMIS,Ciencias de la Salud,Graduados,0
2024,UPTP,Ciencias de la Salud,Graduados,0
2014,UNA,Ciencias Sociales y Humanidades,Graduados,3908
2014,UNE,Ciencias Sociales y Humanidades,Graduados,499
2014,UNI,Ciencias Sociales y Humanidades,Graduados,233
2014,UNP,Ciencias Sociales y Humanidades,Graduados,46
2014,UNC,Ciencias Sociales y Humanidades,Graduados,25
2014,UNVES,Ciencias Sociales y Humanidades,Graduados,119
2014,UNCA,Ciencias Sociales y Humanidades,Graduados,34
2014,UNICAN,Ciencias Sociales y Humanidades,Graduados,0
2014,UNAMIS,Ciencias Sociales y Humanidades,Graduados,0
2014,UPTP,Ciencias Sociales y Humanidades,Graduados,0
2015,UNA,Ciencias Sociales y Humanidades,Graduados,3834
2015,UNE,Ciencias Sociales y Humanidades,Graduados,512
2015,UNI,Ciencias Sociales y Humanidades,Graduados,252
2015,UNP,Ciencias Sociales y Humanidades,Graduados,164
2015,UNC,Ciencias Sociales y Humanidades,Graduados,121
2015,UNVES,Ciencias Sociales y Humanidades,Graduados,333
2015,UNCA,Ciencias Sociales y Humanidades,Graduados,67
2015,UNICAN,Ciencias Sociales y Humanidades,Graduados,68
2015,UNAMIS,Ciencias Sociales y Humanidades,Graduados,0
2015,UPTP,Ciencias Sociales y Humanidades,Graduados,0
2016,UNA,Ciencias Sociales y Humanidades,Graduados,2721
2016,UNE,Ciencias Sociales y Humanidades,Graduados,685
2016,UNI,Ciencias Sociales y Humanidades,Graduados,330
2016,UNP,Ciencias Sociales y Humanidades,Graduados,250
2016,UNC,Ciencias Sociales y Humanidades,Graduados,409
2016,UNVES,Ciencias Sociales y Humanidades,Graduados,454
2016,UNCA,Ciencias Sociales y Humanidades,Graduados,100
2016,UNICAN,Ciencias Sociales y Humanidades,Graduados,119
2016,UNAMIS,Ciencias Sociales y Humanidades,Graduados,0
2016,UPTP,Ciencias Sociales y Humanidades,Graduados,0
2017,UNA,Ciencias Sociales y Humanidades,Graduados,1637
2017,UNE,Ciencias Sociales y Humanidades,Graduados,262
2017,UNI,Ciencias Sociales y Humanidades,Graduados,480
2017,UNP,Ciencias Sociales y Humanidades,Graduados,239
2017,UNC,Ciencias Sociales y Humanidades,Graduados,124
2017,UNVES,Ciencias Sociales y Humanidades,Graduados,268
2017,UNCA,Ciencias Sociales y Humanidades,Graduados,173
2017,UNICAN,Ciencias Sociales y Humanidades,Graduados,57
2017,UNAMIS,Ciencias Sociales y Humanidades,Graduados,0
2017,UPTP,Ciencias Sociales y Humanidades,Graduados,0
2018,UNA,Ciencias Sociales y Humanidades,Graduados,3834
2018,UNE,Ciencias Sociales y Humanidades,Graduados,512
2018,UNI,Ciencias Sociales y Humanidades,Graduados,252
2018,UNP,Ciencias Sociales y Humanidades,Graduados,164
2018,UNC,Ciencias Sociales y Humanidades,Graduados,121
2018,UNVES,Ciencias Sociales y Humanidades,Graduados,333
2018,UNCA,Ciencias Sociales y Humanidades,Graduados,67
2018,UNICAN,Ciencias Sociales y Humanidades,Graduados,68
2018,UNAMIS,Ciencias Sociales y Humanidades,Graduados,0
2018,UPTP,Ciencias Sociales y Humanidades,Graduados,0
2019,UNA,Ciencias Sociales y Humanidades,Graduados,3342
2019,UNE,Ciencias Sociales y Humanidades,Graduados,470
2019,UNI,Ciencias Sociales y Humanidades,Graduados,250
2019,UNP,Ciencias Sociales y Humanidades,Graduados,154
2019,UNC,Ciencias Sociales y Humanidades,Graduados,96
2019,UNVES,Ciencias Sociales y Humanidades,Graduados,355
2019,UNCA,Ciencias Sociales y Humanidades,Graduados,49
2019,UNICAN,Ciencias Sociales y Humanidades,Graduados,62
2019,UNAMIS,Ciencias Sociales y Humanidades,Graduados,0
2019,UPTP,Ciencias Sociales y Humanidades,Graduados,0
2020,UNA,Ciencias Sociales y Humanidades,Graduados,3770
2020,UNE,Ciencias Sociales y Humanidades,Graduados,462
2020,UNI,Ciencias Sociales y Humanidades,Graduados,245
2020,UNP,Ciencias Sociales y Humanidades,Graduados,153
2020,UNC,Ciencias Sociales y Humanidades,Graduados,96
2020,UNVES,Ciencias Sociales y Humanidades,Graduados,342
2020,UNCA,Ciencias Sociales y Humanidades,Graduados,72
2020,UNICAN,Ciencias Sociales y Humanidades,Graduados,76
2020,UNAMIS,Ciencias Sociales y Humanidades,Graduados,0
2020,UPTP,Ciencias Sociales y Humanidades,Graduados,0
2021,UNA,Ciencias Sociales y Humanidades,Graduados,2832
2021,UNE,Ciencias Sociales y Humanidades,Graduados,1806
2021,UNI,Ciencias Sociales y Humanidades,Graduados,314
2021,UNP,Ciencias Sociales y Humanidades,Graduados,431
2021,UNC,Ciencias Sociales y Humanidades,Graduados,169
2021,UNVES,Ciencias Sociales y Humanidades,Graduados,158
2021,UNCA,Ciencias Sociales y Humanidades,Graduados,111
2021,UNICAN,Ciencias Sociales y Humanidades,Graduados,101
2021,UNAMIS,Ciencias Sociales y Humanidades,Graduados,0
2021,UPTP,Ciencias Sociales y Humanidades,Graduados,0
2022,UNA,Ciencias Sociales y Humanidades,Graduados,3033
2022,UNE,Ciencias Sociales y Humanidades,Graduados,557
2022,UNI,Ciencias Sociales y Humanidades,Graduados,330
2022,UNP,Ciencias Sociales y Humanidades,Graduados,330
2022,UNC,Ciencias Sociales y Humanidades,Graduados,146
2022,UNVES,Ciencias Sociales y Humanidades,Graduados,158
2022,UNCA,Ciencias Sociales y Humanidades,Graduados,203
2022,UNICAN,Ciencias Sociales y Humanidades,Graduados,193
2022,UNAMIS,Ciencias Sociales y Humanidades,Graduados,0
2022,UPTP,Ciencias Sociales y Humanidades,Graduados,0
2023,UNA,Ciencias Sociales y Humanidades,Graduados,1706
2023,UNE,Ciencias Sociales y Humanidades,Graduados,313
2023,UNI,Ciencias Sociales y Humanidades,Graduados,484
2023,UNP,Ciencias Sociales y Humanidades,Graduados,344
2023,UNC,Ciencias Sociales y Humanidades,Graduados,287
2023,UNVES,Ciencias Sociales y Humanidades,Graduados,239
2023,UNCA,Ciencias Sociales y Humanidades,Graduados,214
2023,UNICAN,Ciencias Sociales y Humanidades,Graduados,106
2023,UNAMIS,Ciencias Sociales y Humanidades,Graduados,251
2023,UPTP,Ciencias Sociales y Humanidades,Graduados,0
2024,UNA,Ciencias Sociales y Humanidades,Graduados,2091
2024,UNE,Ciencias Sociales y Humanidades,Graduados,700
2024,UNI,Ciencias Sociales y Humanidades,Graduados,523
2024,UNP,Ciencias Sociales y Humanidades,Graduados,256
2024,UNC,Ciencias Sociales y Humanidades,Graduados,409
2024,UNVES,Ciencias Sociales y Humanidades,Graduados,454
2024,UNCA,Ciencias Sociales y Humanidades,Graduados,100
2024,UNICAN,Ciencias Sociales y Humanidades,Graduados,119
2024,UNAMIS,Ciencias Sociales y Humanidades,Graduados,0
2024,UPTP,Ciencias Sociales y Humanidades,Graduados,0
2014,UNA,Ingeniería y Tecnología,Graduados,303
2014,UNE,Ingeniería y Tecnología,Graduados,75
2014,UNI,Ingeniería y Tecnología,Graduados,33
2014,UNP,Ingeniería y Tecnología,Graduados,35
2014,UNC,Ingeniería y Tecnología,Graduados,0
2014,UNVES,Ingeniería y Tecnología,Graduados,18
2014,UNCA,Ingeniería y Tecnología,Graduados,0
2014,UNICAN,Ingeniería y Tecnología,Graduados,0
2014,UNAMIS,Ingeniería y Tecnología,Graduados,0
2014,UPTP,Ingeniería y Tecnología,Graduados,0
2015,UNA,Ingeniería y Tecnología,Graduados,488
2015,UNE,Ingeniería y Tecnología,Graduados,48
2015,UNI,Ingeniería y Tecnología,Graduados,44
2015,UNP,Ingeniería y Tecnología,Graduados,23
2015,UNC,Ingeniería y Tecnología,Graduados,12
2015,UNVES,Ingeniería y Tecnología,Graduados,24
2015,UNCA,Ingeniería y Tecnología,Graduados,0
2015,UNICAN,Ingeniería y Tecnología,Graduados,13
2015,UNAMIS,Ingeniería y Tecnología,Graduados,0
2015,UPTP,Ingeniería y Tecnología,Graduados,0
2016,UNA,Ingeniería y Tecnología,Graduados,1056
2016,UNE,Ingeniería y Tecnología,Graduados,138
2016,UNI,Ingeniería y Tecnología,Graduados,112
2016,UNP,Ingeniería y Tecnología,Graduados,58
2016,UNC,Ingeniería y Tecnología,Graduados,0
2016,UNVES,Ingeniería y Tecnología,Graduados,9
2016,UNCA,Ingeniería y Tecnología,Graduados,28
2016,UNICAN,Ingeniería y Tecnología,Graduados,9
2016,UNAMIS,Ingeniería y Tecnología,Graduados,0
2016,UPTP,Ingeniería y Tecnología,Graduados,53
2017,UNA,Ingeniería y Tecnología,Graduados,444
2017,UNE,Ingeniería y Tecnología,Graduados,112
2017,UNI,Ingeniería y Tecnología,Graduados,81
2017,UNP,Ingeniería y Tecnología,Graduados,139
2017,UNC,Ingeniería y Tecnología,Graduados,13
2017,UNVES,Ingeniería y Tecnología,Graduados,16
2017,UNCA,Ingeniería y Tecnología,Graduados,62
2017,UNICAN,Ingeniería y Tecnología,Graduados,17
2017,UNAMIS,Ingeniería y Tecnología,Graduados,0
2017,UPTP,Ingeniería y Tecnología,Graduados,0
2018,UNA,Ingeniería y Tecnología,Graduados,488
2018,UNE,Ingeniería y Tecnología,Graduados,48
2018,UNI,Ingeniería y Tecnología,Graduados,44
2018,UNP,Ingeniería y Tecnología,Graduados,23
2018,UNC,Ingeniería y Tecnología,Graduados,12
2018,UNVES,Ingeniería y Tecnología,Graduados,24
2018,UNCA,Ingeniería y Tecnología,Graduados,0
2018,UNICAN,Ingeniería y Tecnología,Graduados,13
2018,UNAMIS,Ingeniería y Tecnología,Graduados,0
2018,UPTP,Ingeniería y Tecnología,Graduados,0
2019,UNA,Ingeniería y Tecnología,Graduados,520
2019,UNE,Ingeniería y Tecnología,Graduados,56
2019,UNI,Ingeniería y Tecnología,Graduados,53
2019,UNP,Ingeniería y Tecnología,Graduados,24
2019,UNC,Ingeniería y Tecnología,Graduados,24
2019,UNVES,Ingeniería y Tecnología,Graduados,28
2019,UNCA,Ingeniería y Tecnología,Graduados,0
2019,UNICAN,Ingeniería y Tecnología,Graduados,0
2019,UNAMIS,Ingeniería y Tecnología,Graduados,0
2019,UPTP,Ingeniería y Tecnología,Graduados,0
2020,UNA,Ingeniería y Tecnología,Graduados,549
2020,UNE,Ingeniería y Tecnología,Graduados,56
2020,UNI,Ingeniería y Tecnología,Graduados,61
2020,UNP,Ingeniería y Tecnología,Graduados,24
2020,UNC,Ingeniería y Tecnología,Graduados,24
2020,UNVES,Ingeniería y Tecnología,Graduados,25
2020,UNCA,Ingeniería y Tecnología,Graduados,0
2020,UNICAN,Ingeniería y Tecnología,Graduados,10
2020,UNAMIS,Ingeniería y Tecnología,Graduados,0
2020,UPTP,Ingeniería y Tecnología,Graduados,0
2021,UNA,Ingeniería y Tecnología,Graduados,497
2021,UNE,Ingeniería y Tecnología,Graduados,70
2021,UNI,Ingeniería y Tecnología,Graduados,51
2021,UNP,Ingeniería y Tecnología,Graduados,0
2021,UNC,Ingeniería y Tecnología,Graduados,13
2021,UNVES,Ingeniería y Tecnología,Graduados,34
2021,UNCA,Ingeniería y Tecnología,Graduados,65
2021,UNICAN,Ingeniería y Tecnología,Graduados,12
2021,UNAMIS,Ingeniería y Tecnología,Graduados,0
2021,UPTP,Ingeniería y Tecnología,Graduados,0
2022,UNA,Ingeniería y Tecnología,Graduados,1543
2022,UNE,Ingeniería y Tecnología,Graduados,164
2022,UNI,Ingeniería y Tecnología,Graduados,303
2022,UNP,Ingeniería y Tecnología,Graduados,138
2022,UNC,Ingeniería y Tecnología,Graduados,115
2022,UNVES,Ingeniería y Tecnología,Graduados,112
2022,UNCA,Ingeniería y Tecnología,Graduados,110
2022,UNICAN,Ingeniería y Tecnología,Graduados,94
2022,UNAMIS,Ingeniería y Tecnología,Graduados,0
2022,UPTP,Ingeniería y Tecnología,Graduados,18
2023,UNA,Ingeniería y Tecnología,Graduados,1348
2023,UNE,Ingeniería y Tecnología,Graduados,273
2023,UNI,Ingeniería y Tecnología,Graduados,574
2023,UNP,Ingeniería y Tecnología,Graduados,252
2023,UNC,Ingeniería y Tecnología,Graduados,119
2023,UNVES,Ingeniería y Tecnología,Graduados,100
2023,UNCA,Ingeniería y Tecnología,Graduados,27
2023,UNICAN,Ingeniería y Tecnología,Graduados,37
2023,UNAMIS,Ingeniería y Tecnología,Graduados,51
2023,UPTP,Ingeniería y Tecnología,Graduados,26
2024,UNA,Ingeniería y Tecnología,Graduados,831
2024,UNE,Ingeniería y Tecnología,Graduados,48
2024,UNI,Ingeniería y Tecnología,Graduados,82
2024,UNP,Ingeniería y Tecnología,Graduados,59
2024,UNC,Ingeniería y Tecnología,Graduados,0
2024,UNVES,Ingeniería y Tecnología,Graduados,9
2024,UNCA,Ingeniería y Tecnología,Graduados,25
2024,UNICAN,Ingeniería y Tecnología,Graduados,9
2024,UNAMIS,Ingeniería y Tecnología,Graduados,0
2024,UPTP,Ingeniería y Tecnología,Graduados,53
2014,UNA,Ciencias Exactas y Naturales,Graduados,690
2014,UNE,Ciencias Exactas y Naturales,Graduados,99
2014,UNI,Ciencias Exactas y Naturales,Graduados,61
2014,UNP,Ciencias Exactas y Naturales,Graduados,1
2014,UNC,Ciencias Exactas y Naturales,Graduados,24
2014,UNVES,Ciencias Exactas y Naturales,Graduados,2
2014,UNCA,Ciencias Exactas y Naturales,Graduados,0
2014,UNICAN,Ciencias Exactas y Naturales,Graduados,0
2014,UNAMIS,Ciencias Exactas y Naturales,Graduados,0
2014,UPTP,Ciencias Exactas y Naturales,Graduados,0
2015,UNA,Ciencias Exactas y Naturales,Graduados,624
2015,UNE,Ciencias Exactas y Naturales,Graduados,92
2015,UNI,Ciencias Exactas y Naturales,Graduados,28
2015,UNP,Ciencias Exactas y Naturales,Graduados,18
2015,UNC,Ciencias Exactas y Naturales,Graduados,48
2015,UNVES,Ciencias Exactas y Naturales,Graduados,28
2015,UNCA,Ciencias Exactas y Naturales,Graduados,13
2015,UNICAN,Ciencias Exactas y Naturales,Graduados,0
2015,UNAMIS,Ciencias Exactas y Naturales,Graduados,0
2015,UPTP,Ciencias Exactas y Naturales,Graduados,0
2016,UNA,Ciencias Exactas y Naturales,Graduados,893
2016,UNE,Ciencias Exactas y Naturales,Graduados,26
2016,UNI,Ciencias Exactas y Naturales,Graduados,11
2016,UNP,Ciencias Exactas y Naturales,Graduados,9
2016,UNC,Ciencias Exactas y Naturales,Graduados,143
2016,UNVES,Ciencias Exactas y Naturales,Graduados,114
2016,UNCA,Ciencias Exactas y Naturales,Graduados,181
2016,UNICAN,Ciencias Exactas y Naturales,Graduados,22
2016,UNAMIS,Ciencias Exactas y Naturales,Graduados,0
2016,UPTP,Ciencias Exactas y Naturales,Graduados,0
2017,UNA,Ciencias Exactas y Naturales,Graduados,346
2017,UNE,Ciencias Exactas y Naturales,Graduados,129
2017,UNI,Ciencias Exactas y Naturales,Graduados,153
2017,UNP,Ciencias Exactas y Naturales,Graduados,33
2017,UNC,Ciencias Exactas y Naturales,Graduados,15
2017,UNVES,Ciencias Exactas y Naturales,Graduados,22
2017,UNCA,Ciencias Exactas y Naturales,Graduados,25
2017,UNICAN,Ciencias Exactas y Naturales,Graduados,11
2017,UNAMIS,Ciencias Exactas y Naturales,Graduados,0
2017,UPTP,Ciencias Exactas y Naturales,Graduados,0
2018,UNA,Ciencias Exactas y Naturales,Graduados,624
2018,UNE,Ciencias Exactas y Naturales,Graduados,92
2018,UNI,Ciencias Exactas y Naturales,Graduados,28
2018,UNP,Ciencias Exactas y Naturales,Graduados,18
2018,UNC,Ciencias Exactas y Naturales,Graduados,48
2018,UNVES,Ciencias Exactas y Naturales,Graduados,28
2018,UNCA,Ciencias Exactas y Naturales,Graduados,13
2018,UNICAN,Ciencias Exactas y Naturales,Graduados,0
2018,UNAMIS,Ciencias Exactas y Naturales,Graduados,0
2018,UPTP,Ciencias Exactas y Naturales,Graduados,0
2019,UNA,Ciencias Exactas y Naturales,Graduados,621
2019,UNE,Ciencias Exactas y Naturales,Graduados,72
2019,UNI,Ciencias Exactas y Naturales,Graduados,32
2019,UNP,Ciencias Exactas y Naturales,Graduados,19
2019,UNC,Ciencias Exactas y Naturales,Graduados,43
2019,UNVES,Ciencias Exactas y Naturales,Graduados,24
2019,UNCA,Ciencias Exactas y Naturales,Graduados,0
2019,UNICAN,Ciencias Exactas y Naturales,Graduados,0
2019,UNAMIS,Ciencias Exactas y Naturales,Graduados,0
2019,UPTP,Ciencias Exactas y Naturales,Graduados,0
2020,UNA,Ciencias Exactas y Naturales,Graduados,659
2020,UNE,Ciencias Exactas y Naturales,Graduados,72
2020,UNI,Ciencias Exactas y Naturales,Graduados,33
2020,UNP,Ciencias Exactas y Naturales,Graduados,19
2020,UNC,Ciencias Exactas y Naturales,Graduados,43
2020,UNVES,Ciencias Exactas y Naturales,Graduados,34
2020,UNCA,Ciencias Exactas y Naturales,Graduados,16
2020,UNICAN,Ciencias Exactas y Naturales,Graduados,13
2020,UNAMIS,Ciencias Exactas y Naturales,Graduados,0
2020,UPTP,Ciencias Exactas y Naturales,Graduados,0
2021,UNA,Ciencias Exactas y Naturales,Graduados,902
2021,UNE,Ciencias Exactas y Naturales,Graduados,43
2021,UNI,Ciencias Exactas y Naturales,Graduados,32
2021,UNP,Ciencias Exactas y Naturales,Graduados,20
2021,UNC,Ciencias Exactas y Naturales,Graduados,78
2021,UNVES,Ciencias Exactas y Naturales,Graduados,107
2021,UNCA,Ciencias Exactas y Naturales,Graduados,112
2021,UNICAN,Ciencias Exactas y Naturales,Graduados,0
2021,UNAMIS,Ciencias Exactas y Naturales,Graduados,0
2021,UPTP,Ciencias Exactas y Naturales,Graduados,0
2022,UNA,Ciencias Exactas y Naturales,Graduados,439
2022,UNE,Ciencias Exactas y Naturales,Graduados,247
2022,UNI,Ciencias Exactas y Naturales,Graduados,196
2022,UNP,Ciencias Exactas y Naturales,Graduados,185
2022,UNC,Ciencias Exactas y Naturales,Graduados,83
2022,UNVES,Ciencias Exactas y Naturales,Graduados,125
2022,UNCA,Ciencias Exactas y Naturales,Graduados,89
2022,UNICAN,Ciencias Exactas y Naturales,Graduados,102
2022,UNAMIS,Ciencias Exactas y Naturales,Graduados,0
2022,UPTP,Ciencias Exactas y Naturales,Graduados,0
2023,UNA,Ciencias Exactas y Naturales,Graduados,1777
2023,UNE,Ciencias Exactas y Naturales,Graduados,115
2023,UNI,Ciencias Exactas y Naturales,Graduados,188
2023,UNP,Ciencias Exactas y Naturales,Graduados,148
2023,UNC,Ciencias Exactas y Naturales,Graduados,152
2023,UNVES,Ciencias Exactas y Naturales,Graduados,150
2023,UNCA,Ciencias Exactas y Naturales,Graduados,200
2023,UNICAN,Ciencias Exactas y Naturales,Graduados,54
2023,UNAMIS,Ciencias Exactas y Naturales,Graduados,123
2023,UPTP,Ciencias Exactas y Naturales,Graduados,0
2024,UNA,Ciencias Exactas y Naturales,Graduados,1096
2024,UNE,Ciencias Exactas y Naturales,Graduados,0
2024,UNI,Ciencias Exactas y Naturales,Graduados,0
2024,UNP,Ciencias Exactas y Naturales,Graduados,9
2024,UNC,Ciencias Exactas y Naturales,Graduados,143
2024,UNVES,Ciencias Exactas y Naturales,Graduados,114
2024,UNCA,Ciencias Exactas y Naturales,Graduados,191
2024,UNICAN,Ciencias Exactas y Naturales,Graduados,22
2024,UNAMIS,Ciencias Exactas y Naturales,Graduados,0
2024,UPTP,Ciencias Exactas y Naturales,Graduados,0
